Unnamed: 0,id,state,guests,beds,property_type,n_reviews,rating,price,neighborhood,city
0,BF1406,Illinois,2,1,Apartment,55.0,96.0,48,Avondale,Chicago
1,DB7921,Massachusetts,4,1,Apartment,0.0,94.0,115,South End,Boston
2,OZ5857,Illinois,4,3,Apartment,51.0,99.0,150,Avondale,Chicago
3,HY8797,California,2,1,Apartment,4.0,74.0,125,SoMa,San Francisco
4,VN7858,Massachusetts,2,1,House,23.0,86.0,64,West Roxbury,Boston
5,PP4626,California,2,1,Apartment,211.0,92.0,129,Western Addition/NOPA,San Francisco
7,JO6059,Massachusetts,2,2,Apartment,15.0,96.0,158,Fenway/Kenmore,Boston
8,GU6250,California,2,1,Apartment,1.0,100.0,139,Mission District,San Francisco
9,QR1343,California,2,1,House,25.0,96.0,125,Cahuenga Pass,Los Angeles
10,FU1529,California,4,2,Apartment,3.0,79.0,100,Mission District,San Francisco
11,CR6461,Illinois,4,2,Apartment,6.0,87.0,149,South Loop/Printers Row,Chicago
12,YC3932,Illinois,2,1,Apartment,6.0,100.0,125,West Loop/Greektown,Chicago
14,MY4058,Massachusetts,2,1,Apartment,4.0,100.0,199,South Boston,Boston
15,MP5849,Massachusetts,4,2,Dorm,15.0,90.0,45,Allston-Brighton,Boston
16,ZE6530,California,8,4,Apartment,71.0,89.0,190,Mid-Wilshire,Los Angeles
17,KS2506,California,6,4,Apartment,59.0,99.0,192,Hollywood,Los Angeles
18,ZN5183,California,6,4,Loft,44.0,93.0,149,Bel Air/Beverly Crest,Los Angeles
19,KE2237,Massachusetts,11,8,Apartment,2.0,99.0,150,South Boston,Boston
20,BV5351,California,2,1,Apartment,16.0,95.0,100,Silver Lake,Los Angeles
21,QP7214,California,3,1,Apartment,12.0,96.0,133,Mid-Wilshire,Los Angeles
22,CO2790,California,6,3,Apartment,18.0,99.0,194,Westchester/Playa Del Rey,Los Angeles
23,UH4994,California,2,1,Apartment,2.0,98.0,119,Manhattan Beach,Los Angeles
24,GW5946,California,2,1,Apartment,78.0,96.0,119,West Hollywood,Los Angeles
25,PB4316,California,6,3,Apartment,56.0,87.0,109,Cow Hollow,San Francisco
26,GR2732,California,3,2,Apartment,16.0,94.0,139,Marina Del Rey,Los Angeles
27,NB3754,Illinois,3,2,Apartment,5.0,100.0,110,Bucktown,Chicago
28,XD7723,Massachusetts,3,2,House,138.0,95.0,144,Jamaica Plain,Boston
29,LI4710,Illinois,2,1,Apartment,27.0,95.0,74,Logan Square,Chicago
30,PZ7489,California,3,1,Apartment,9.0,92.0,100,Hollywood,Los Angeles
31,OD8936,California,1,1,House,163.0,96.0,79,Del Rey,Los Angeles
32,TM8328,California,2,1,House,37.0,94.0,59,Woodland Hills/Warner Center,Los Angeles
33,BT8735,California,8,4,Apartment,75.0,92.0,198,The Castro,San Francisco
34,LO1225,California,1,1,Apartment,57.0,99.0,95,Monterey Hills,Los Angeles
35,RE2319,California,2,2,Boat,76.0,91.0,138,Marina Del Rey,Los Angeles
36,XS1530,California,4,2,House,2.0,80.0,100,Inglewood,Los Angeles
37,BF2157,Massachusetts,2,1,Condominium,19.0,99.0,108,South Boston,Boston
38,EK9422,Massachusetts,2,1,Apartment,19.0,98.0,186,South Boston,Boston
39,II2045,Massachusetts,1,1,House,1.0,100.0,104,Dorchester,Boston
40,LM7744,California,4,3,House,2.0,90.0,190,Highland Park,Los Angeles
41,WK4519,Massachusetts,3,2,Condominium,7.0,89.0,149,Charlestown,Boston
42,JD6514,Illinois,4,1,Apartment,6.0,97.0,100,Lakeview,Chicago
44,JE7685,Massachusetts,2,1,Apartment,11.0,92.0,81,Allston-Brighton,Boston
45,EJ4370,California,4,3,Apartment,56.0,94.0,100,Gardena,Los Angeles
46,BK9521,California,1,1,Apartment,1.0,100.0,100,SoMa,San Francisco
47,HV4772,Illinois,2,1,Apartment,46.0,95.0,51,Boystown,Chicago
48,TX1098,California,4,2,House,3.0,99.0,109,Boyle Heights,Los Angeles
49,OO8811,Massachusetts,3,1,Condominium,28.0,88.0,199,South Boston,Boston
50,AD3737,California,3,1,Apartment,1.0,99.0,76,West Los Angeles,Los Angeles
51,CM1969,California,4,1,Bungalow,8.0,100.0,149,Cahuenga Pass,Los Angeles
52,RE1634,Massachusetts,6,3,Apartment,18.0,100.0,175,Beacon Hill,Boston
53,HI6080,Massachusetts,2,1,Apartment,14.0,95.0,125,South End,Boston
54,WW9801,California,2,1,Condominium,4.0,94.0,108,Haight-Ashbury,San Francisco
55,ZD8903,Massachusetts,2,1,Townhouse,58.0,96.0,150,South End,Boston
56,XN5680,California,2,1,House,13.0,99.0,100,Pacific Palisades,Los Angeles
57,MS9589,California,2,1,Apartment,1.0,97.0,55,Highland Park,Los Angeles
58,MN6641,Massachusetts,1,1,House,32.0,96.0,64,Allston-Brighton,Boston
59,XQ3633,California,2,1,Apartment,65.0,93.0,119,Silver Lake,Los Angeles
60,EN3555,California,3,1,Apartment,159.0,94.0,125,Hollywood,Los Angeles
61,VL1835,California,4,2,Apartment,36.0,86.0,85,South LA,Los Angeles
62,EO5829,Massachusetts,3,1,Apartment,55.0,97.0,102,Theater District,Boston
63,BM7841,Illinois,2,1,Apartment,84.0,99.0,125,Wicker Park,Chicago
64,MW5232,California,1,1,Apartment,2.0,100.0,128,Torrance,Los Angeles
65,ZX5129,California,2,1,Condominium,8.0,97.0,104,Twin Peaks,San Francisco
66,GI1412,Massachusetts,2,1,Apartment,1.0,99.0,100,Jamaica Plain,Boston
67,AV5165,California,2,1,House,18.0,92.0,54,West Hills,Los Angeles
68,PR8803,Illinois,6,3,Condominium,43.0,95.0,158,South Loop/Printers Row,Chicago
69,EE3023,Illinois,2,1,Apartment,15.0,100.0,119,South Loop/Printers Row,Chicago
70,DJ5169,California,2,1,Apartment,96.0,95.0,79,Santa Monica,Los Angeles
71,EL2829,Illinois,2,1,Apartment,5.0,91.0,125,Lakeview,Chicago
72,HN9958,Massachusetts,1,1,Apartment,3.0,99.0,74,East Boston,Boston
73,YH5432,California,5,4,Apartment,136.0,95.0,149,Westlake,Los Angeles
74,PK7377,California,3,1,Apartment,32.0,92.0,111,Mid-Wilshire,Los Angeles
75,HD7298,Illinois,2,1,Apartment,72.0,94.0,59,Avondale,Chicago
76,ZG9806,Illinois,4,2,Apartment,57.0,98.0,150,Bucktown,Chicago
77,XU7723,Illinois,7,4,Apartment,22.0,98.0,179,Ukrainian Village,Chicago
78,LQ3804,Illinois,4,3,Apartment,47.0,95.0,110,Bronzeville,Chicago
79,DN1649,California,5,2,Apartment,4.0,100.0,199,Lakeshore,San Francisco
80,GB7783,California,2,1,Apartment,103.0,96.0,100,West Hollywood,Los Angeles
81,KQ8906,California,2,1,Apartment,40.0,94.0,119,Nob Hill,San Francisco
82,ZN9465,California,1,1,Apartment,54.0,97.0,101,Venice,Los Angeles
83,TM5494,California,2,1,Apartment,102.0,91.0,169,Haight-Ashbury,San Francisco
84,PM6836,Illinois,1,1,Hostel,2.0,80.0,59,River North,Chicago
85,MS3857,California,4,1,Boutique hotel,13.0,97.0,150,Western Addition/NOPA,San Francisco
86,UE6349,California,2,1,Bungalow,29.0,99.0,88,Cahuenga Pass,Los Angeles
87,YH6654,California,1,1,House,13.0,91.0,59,Bayview,San Francisco
88,GB3993,Massachusetts,3,1,Condominium,13.0,98.0,193,Charlestown,Boston
89,MG6193,Massachusetts,2,1,Apartment,3.0,87.0,104,Roxbury,Boston
90,AN3249,Massachusetts,2,1,Apartment,143.0,97.0,160,Beacon Hill,Boston
92,SN8144,Illinois,2,2,House,21.0,100.0,95,Lakeview,Chicago
93,KS3356,Massachusetts,2,1,Apartment,28.0,92.0,128,South End,Boston
94,VU7574,Illinois,2,1,Apartment,3.0,99.0,110,Woodlawn,Chicago
95,HY1891,California,2,1,House,1.0,100.0,119,Mar Vista,Los Angeles
96,CJ7504,California,2,1,House,31.0,90.0,100,Venice,Los Angeles
97,FL9236,Massachusetts,2,1,Townhouse,11.0,97.0,129,South Boston,Boston
98,OB3204,California,4,2,Apartment,19.0,95.0,125,Hollywood,Los Angeles
99,NN7434,Massachusetts,3,1,Apartment,37.0,96.0,139,East Boston,Boston
100,TT2718,California,4,2,Bungalow,8.0,90.0,139,Santa Monica,Los Angeles
101,GH2308,California,1,1,Guesthouse,18.0,90.0,139,Excelsior,San Francisco
102,LI9023,California,2,1,Bungalow,9.0,97.0,125,Mar Vista,Los Angeles
103,DG3042,Massachusetts,4,2,House,11.0,99.0,62,Dorchester,Boston
104,IR7191,California,2,1,Apartment,9.0,95.0,74,Hollywood,Los Angeles
105,JF4280,California,4,2,Apartment,6.0,93.0,198,Western Addition/NOPA,San Francisco
106,SE5568,Massachusetts,7,3,Apartment,92.0,94.0,199,South End,Boston
107,EA9738,Illinois,2,1,House,13.0,98.0,55,Albany Park,Chicago
108,PE3784,California,3,1,Apartment,12.0,97.0,76,Westside,Los Angeles
109,OV1112,Illinois,4,2,House,1.0,98.0,88,South Shore,Chicago
110,TR4377,Massachusetts,2,1,Apartment,1.0,78.0,160,North End,Boston
111,XM5115,Illinois,1,1,Apartment,3.0,40.0,59,Rogers Park,Chicago
112,QF6008,Massachusetts,3,1,Apartment,5.0,92.0,160,South End,Boston
113,TY9617,California,2,1,Apartment,20.0,92.0,125,Mar Vista,Los Angeles
114,KB6304,Massachusetts,2,1,House,133.0,90.0,144,South End,Boston
115,UY6011,Massachusetts,4,3,Condominium,17.0,92.0,122,Hyde Park,Boston
116,WU4209,Illinois,14,1,House,10.0,91.0,55,Logan Square,Chicago
117,MZ1922,Illinois,4,2,Apartment,31.0,92.0,175,Near North Side,Chicago
118,SG1703,Massachusetts,2,1,Apartment,1.0,98.0,175,North End,Boston
119,PB4847,California,5,2,Apartment,42.0,95.0,198,Venice,Los Angeles
120,ZL2408,Illinois,2,1,Apartment,391.0,93.0,98,Lakeview,Chicago
121,TZ4276,California,2,1,Apartment,3.0,100.0,110,Echo Park,Los Angeles
122,DQ8676,California,2,1,House,75.0,100.0,119,Bernal Heights,San Francisco
123,AC6468,Massachusetts,5,2,Apartment,36.0,91.0,100,Back Bay,Boston
124,XR4748,Illinois,4,2,Apartment,8.0,94.0,139,Loop,Chicago
125,DY4961,California,6,3,Apartment,38.0,91.0,159,West Hollywood,Los Angeles
126,CF8725,Massachusetts,2,1,Apartment,12.0,96.0,74,East Boston,Boston
127,MB7199,Illinois,2,1,Apartment,0.0,94.0,74,Rogers Park,Chicago
128,LX2401,Massachusetts,6,3,Condominium,4.0,95.0,144,South Boston,Boston
129,QL4135,Illinois,2,1,House,110.0,95.0,92,Old Town,Chicago
130,EB7367,Illinois,4,2,Apartment,15.0,94.0,125,Lakeview,Chicago
131,LR4590,Massachusetts,5,2,Apartment,3.0,86.0,179,Fenway/Kenmore,Boston
132,GJ4660,California,2,1,Apartment,280.0,97.0,155,Outer Sunset,San Francisco
133,NC6876,Massachusetts,8,6,Apartment,3.0,100.0,199,Dorchester,Boston
134,XE4176,California,1,1,Apartment,6.0,96.0,100,Hollywood Hills,Los Angeles
135,RZ1708,Illinois,4,3,Apartment,1.0,97.0,199,Logan Square,Chicago
136,EK3067,Illinois,6,3,Apartment,67.0,92.0,70,Humboldt Park,Chicago
137,HS7387,Illinois,4,2,Apartment,3.0,93.0,100,Logan Square,Chicago
138,RI9220,Massachusetts,2,1,Apartment,65.0,97.0,139,Beacon Hill,Boston
139,LT7851,California,4,1,Apartment,13.0,97.0,125,Westlake,Los Angeles
140,AF2380,California,1,1,House,31.0,97.0,79,Mission Terrace,San Francisco
141,LD1958,Massachusetts,4,2,Apartment,6.0,86.0,100,Fenway/Kenmore,Boston
142,CZ2702,Massachusetts,4,2,Apartment,37.0,96.0,139,East Boston,Boston
143,LL9110,Massachusetts,2,1,Apartment,2.0,89.0,52,Allston-Brighton,Boston
144,DJ8141,Illinois,4,1,Apartment,14.0,93.0,125,South Loop/Printers Row,Chicago
145,IN3401,Illinois,3,2,Apartment,65.0,87.0,115,Near North Side,Chicago
146,PF1833,California,2,1,Apartment,36.0,94.0,95,Long Beach,Los Angeles
147,PV2184,Illinois,6,4,Apartment,61.0,89.0,119,Wicker Park,Chicago
148,II7665,Massachusetts,6,3,Apartment,192.0,97.0,199,South Boston,Boston
149,MV2473,Illinois,2,1,Condominium,7.0,100.0,125,Boystown,Chicago
150,ZI2777,Massachusetts,3,2,House,78.0,96.0,104,Allston-Brighton,Boston
151,CU5639,Illinois,2,1,House,96.0,95.0,100,North Center,Chicago
152,IX6101,Illinois,4,2,Apartment,5.0,100.0,150,Near North Side,Chicago
153,SE4058,California,5,2,Apartment,25.0,96.0,144,Del Rey,Los Angeles
154,UA9650,Illinois,2,1,House,23.0,96.0,45,Woodlawn,Chicago
155,XM5456,Illinois,6,3,Apartment,31.0,97.0,150,Andersonville,Chicago
156,PW6513,California,2,1,Apartment,39.0,98.0,129,Cole Valley,San Francisco
157,VQ2138,Massachusetts,5,3,Apartment,5.0,60.0,137,North End,Boston
158,WT1200,Illinois,5,2,Apartment,53.0,93.0,129,Logan Square,Chicago
159,YB4677,Massachusetts,5,3,Apartment,8.0,89.0,146,North End,Boston
160,ND6442,California,2,1,Apartment,12.0,92.0,95,Hollywood,Los Angeles
161,RK6522,Massachusetts,5,2,Apartment,11.0,93.0,103,Dorchester,Boston
162,UH2394,Illinois,3,1,Apartment,89.0,92.0,104,Gold Coast,Chicago
163,VA3751,California,2,1,Apartment,19.0,99.0,119,Western Addition/NOPA,San Francisco
164,BT6049,Illinois,8,4,Other,45.0,96.0,89,Bronzeville,Chicago
165,SJ1414,California,2,1,Condominium,1.0,78.0,104,West Los Angeles,Los Angeles
166,BO4490,Illinois,2,1,House,14.0,96.0,109,South Shore,Chicago
167,XT1739,California,2,1,House,117.0,94.0,72,Mar Vista,Los Angeles
168,VM6192,Illinois,2,1,Condominium,9.0,91.0,54,Uptown,Chicago
169,MP6290,California,7,4,House,42.0,97.0,195,Mid-Wilshire,Los Angeles
170,DA5856,Massachusetts,2,1,Apartment,15.0,97.0,114,Back Bay,Boston
171,HZ7759,Massachusetts,4,1,Bed & Breakfast,188.0,84.0,62,Roxbury,Boston
172,SG6357,Illinois,5,3,Apartment,73.0,93.0,104,Pilsen,Chicago
173,UT6002,Massachusetts,4,2,Apartment,8.0,83.0,128,Downtown Crossing,Boston
174,MI1608,Massachusetts,2,1,House,7.0,96.0,119,Allston-Brighton,Boston
175,DJ9326,Illinois,6,3,Apartment,29.0,94.0,129,Bridgeport,Chicago
176,BC7046,California,6,2,House,14.0,92.0,139,South LA,Los Angeles
177,SE1913,California,2,1,House,66.0,92.0,65,Mid-Wilshire,Los Angeles
178,CS2644,Massachusetts,5,3,Apartment,2.0,100.0,100,South Boston,Boston
179,RW6893,Illinois,2,1,Townhouse,1.0,100.0,125,Wicker Park,Chicago
180,ND1442,California,4,2,Apartment,5.0,100.0,184,Studio City,Los Angeles
181,RE8107,California,2,1,Condominium,9.0,93.0,119,Downtown,Los Angeles
182,RX9149,California,2,1,Apartment,16.0,96.0,115,Westwood,Los Angeles
183,IM4423,California,2,1,Condominium,24.0,97.0,164,Mission District,San Francisco
184,HH9732,California,4,2,Loft,22.0,95.0,100,Long Beach,Los Angeles
185,TY3477,California,2,1,Apartment,3.0,80.0,69,Mid-Wilshire,Los Angeles
186,RT6472,Illinois,6,2,Loft,12.0,98.0,144,Bronzeville,Chicago
187,KS3394,Illinois,6,3,Apartment,8.0,89.0,139,Bridgeport,Chicago
188,MT6046,California,6,2,Apartment,29.0,92.0,128,Inglewood,Los Angeles
189,DE6323,Illinois,2,1,Condominium,0.0,94.0,79,South Loop/Printers Row,Chicago
190,PZ8424,Illinois,2,1,Apartment,19.0,97.0,160,Printers Row,Chicago
191,NE7428,Illinois,2,1,Townhouse,25.0,97.0,104,Logan Square,Chicago
192,ML1479,Massachusetts,2,1,Apartment,16.0,82.0,144,South End,Boston
193,VN6904,California,2,1,House,14.0,83.0,98,Glendale,Los Angeles
194,DS2247,Illinois,2,1,Townhouse,8.0,87.0,69,Kenwood,Chicago
195,PT7502,California,2,1,Apartment,69.0,90.0,139,West Hollywood,Los Angeles
196,HB5515,Illinois,3,2,House,19.0,87.0,59,Humboldt Park,Chicago
197,JB3386,Illinois,4,2,Apartment,19.0,99.0,128,Humboldt Park,Chicago
198,UH6944,California,2,1,Apartment,119.0,87.0,108,Cow Hollow,San Francisco
199,JS7518,California,2,1,House,13.0,97.0,46,Burbank,Los Angeles
200,CJ2022,California,3,2,Condominium,59.0,98.0,169,Westwood,Los Angeles
202,QO2932,California,2,1,House,39.0,96.0,125,Echo Park,Los Angeles
203,VJ4273,Illinois,4,2,Apartment,79.0,97.0,110,South Loop/Printers Row,Chicago
204,BP2305,California,2,1,Apartment,1.0,100.0,150,Altadena,Los Angeles
205,SG3664,California,2,1,Condominium,5.0,95.0,100,Long Beach,Los Angeles
206,ME5527,Illinois,2,1,House,0.0,94.0,52,Garfield Park,Chicago
207,CB6890,California,4,2,Apartment,2.0,97.0,119,Venice,Los Angeles
208,PL4100,California,4,1,Apartment,4.0,94.0,129,Venice,Los Angeles
209,CV1763,California,2,1,Apartment,3.0,90.0,110,Pasadena,Los Angeles
210,SE5137,Massachusetts,2,1,Apartment,26.0,98.0,119,Downtown Crossing,Boston
211,MG7647,Massachusetts,2,1,Condominium,1.0,99.0,139,Beacon Hill,Boston
212,DJ5793,California,2,1,House,173.0,99.0,133,Potrero Hill,San Francisco
213,VT8773,California,1,1,Apartment,3.0,87.0,48,Brentwood,Los Angeles
214,LR8902,Massachusetts,2,1,Apartment,3.0,87.0,103,Back Bay,Boston
215,ZK9223,Massachusetts,3,1,Apartment,3.0,86.0,119,Jamaica Plain,Boston
216,JL2317,California,2,1,Apartment,3.0,100.0,100,Echo Park,Los Angeles
217,DN8721,Massachusetts,4,1,Apartment,1.0,60.0,198,West End,Boston
218,UI9238,California,3,2,Apartment,208.0,85.0,128,Hollywood,Los Angeles
219,WK1781,Massachusetts,4,2,Condominium,4.0,100.0,110,Dorchester,Boston
220,EQ6390,Illinois,2,2,Townhouse,48.0,94.0,125,Bucktown,Chicago
221,HM2399,California,2,1,Apartment,16.0,94.0,98,Venice,Los Angeles
222,CV7210,Massachusetts,4,2,Apartment,2.0,98.0,119,Allston-Brighton,Boston
223,FJ2698,California,3,2,House,183.0,94.0,98,Venice,Los Angeles
224,GF1215,Massachusetts,2,2,House,1.0,100.0,150,Dorchester,Boston
225,JF3950,Illinois,3,1,House,23.0,96.0,100,Old Town,Chicago
226,RZ4327,California,6,3,House,84.0,96.0,149,South Pasadena,Los Angeles
227,QN4696,Illinois,2,1,House,3.0,99.0,59,Uptown,Chicago
